1.72733,0.345124
6.37836,0.211989
10.6072,-0.434021
14.8052,-1.68776
21.1696,-3.77035
32.9103,-8.07008
39.2928,-10.7558
43.672,-12.8957
46.2661,-15.4198
47.4712,-18.2921
48.0619,-21.3232
48.8521,-25.1001
49.5162,-29.1826
50.7298,-32.9605
52.7459,-35.9256
56.1967,-38.0303
60.8389,-39.6424
66.4415,-41.0454
72.1626,-42.676
75.9273,-44.9149
79.6882,-48.3087
83.5534,-51.5771
87.9176,-55.3366
92.9877,-59.9131
98.0353,-64.3876
100.935,-67.529
101.66,-70.0526
102.491,-73.0123
104.665,-75.7313
107.436,-78.0713
112.546,-82.3432
117.678,-86.5462
121.683,-89.9184
126.63,-94.1598
129.156,-98.0538
130.934,-102.31
133.07,-107.35
134.132,-112.422
131.294,-115.932
127.904,-116.015
124.894,-114.205
120.506,-110.049
115.314,-104.755
109.832,-99.2858
104.632,-93.9138
100.701,-90.1121
96.1581,-85.6684
91.8594,-81.7202
88.1825,-79.4249
83.4016,-78.9198
80.0711,-77.9448
77.5141,-75.0814
75.1546,-71.4182
73.478,-67.8405
71.2203,-63.5887
66.9757,-60.9901
62.5101,-59.0402
58.8407,-57.2127
54.8772,-54.9614
50.8757,-53.0333
46.9939,-51.2417
43.0495,-49.4172
37.5531,-47.4253
33.3174,-45.7304
29.1662,-43.8429
25.3644,-41.5306
21.1202,-38.5735
16.3917,-35.535
12.5762,-32.5897
9.31139,-29.9747
6.06416,-27.9147
1.5609,-23.877
-1.14689,-20.4837
-2.90017,-17.1515
-4.46444,-14.0116
-5.35876,-9.95388
-4.8997,-6.97454
-2.99119,-2.0391
