5.29994,-0.000212454
6.30089,-0.00165283
7.30775,-0.00220772
8.31917,-0.000627631
9.31988,0.00579171
10.3447,0.016673
11.369,0.0304019
12.3734,0.0458024
13.3789,0.0614714
14.4126,0.0772238
15.4347,0.0922484
16.44,0.106324
17.4612,0.119827
18.4958,0.133035
19.5046,0.142855
20.5228,0.147297
21.549,0.145503
22.5822,0.137478
23.5827,0.123847
24.5882,0.10262
25.598,0.0769837
26.6115,0.0486787
27.6283,0.0190239
28.6479,-0.0129969
29.67,-0.0466117
30.6942,-0.0821484
31.7203,-0.121186
32.7479,-0.16412
33.7769,-0.206832
34.8073,-0.24567
35.8373,-0.294012
36.8639,-0.374502
37.8827,-0.508678
38.8848,-0.714321
39.8523,-1.01677
40.7721,-1.43921
41.6356,-1.97971
42.4197,-2.62416
43.0952,-3.37366
43.6507,-4.22698
44.0844,-5.15749
44.3955,-6.14274
44.5873,-7.1244
44.6864,-8.12474
44.7088,-9.13283
44.6642,-10.1404
44.5615,-11.1442
44.4056,-12.1393
44.1934,-13.122
43.9203,-14.0876
43.5851,-15.034
43.1926,-15.9563
42.737,-16.8466
42.2165,-17.7014
41.6122,-18.5476
40.9425,-19.3403
40.2066,-20.0734
39.4454,-20.724
38.6414,-21.3207
37.7979,-21.8622
36.9228,-22.3552
36.0251,-22.8048
35.1072,-23.2089
34.1698,-23.5691
33.2198,-23.8991
32.2646,-24.2142
31.3077,-24.5219
30.3493,-24.8221
29.3875,-25.1088
28.4219,-25.3804
27.4526,-25.6357
26.4784,-25.8683
25.4991,-26.0734
24.4775,-26.2403
23.4516,-26.3262
22.4189,-26.3216
21.3876,-26.2359
20.3744,-26.0631
19.3929,-25.7777
18.445,-25.3753
17.5375,-24.877
16.6755,-24.2972
15.8874,-23.6766
15.1305,-23.0134
14.3931,-22.3267
13.6576,-21.6386
12.9176,-20.9567
12.1715,-20.2828
11.4181,-19.6183
10.6557,-18.9659
9.87925,-18.3322
9.08385,-17.7237
8.2346,-17.1251
7.3549,-16.5883
6.43127,-16.1426
5.46413,-15.7997
4.46252,-15.5635
3.43587,-15.4278
2.39929,-15.379
1.36297,-15.419
0.335243,-15.5472
-0.664476,-15.7768
-1.61518,-16.1336
-2.49535,-16.6326
-3.28763,-17.2701
-3.97819,-18.028
-4.56016,-18.8821
-5.02958,-19.8072
-5.37243,-20.7469
-5.61027,-21.7214
-5.75056,-22.7188
-5.80834,-23.7284
-5.79933,-24.7408
-5.72991,-25.7496
-5.60606,-26.7543
-5.44837,-27.7552
-5.29379,-28.754
-5.18495,-29.7515
-5.15372,-30.7882
-5.22272,-31.8188
-5.40222,-32.8353
-5.68709,-33.8344
-6.03607,-34.7782
-6.43186,-35.7053
-6.86062,-36.6182
-7.29385,-37.525
-7.67248,-38.4782
-7.91944,-39.464
-8.02343,-40.4791
-7.98282,-41.4995
-7.79463,-42.506
-7.46801,-43.4863
-7.02548,-44.4274
-6.50958,-45.2915
-5.92791,-46.1209
-5.3068,-46.9196
-4.64412,-47.6768
-3.92884,-48.3794
-3.16817,-49.0324
-2.38558,-49.6826
-1.59301,-50.317
-0.691264,-50.8093
0.263878,-51.1227
1.25577,-51.2997
2.28573,-51.3752
3.29735,-51.3739
4.31863,-51.3159
5.34215,-51.206
6.33053,-51.053
7.32331,-50.8842
8.31926,-50.7096
9.31713,-50.5261
10.3179,-50.3462
11.324,-50.2027
12.338,-50.1143
13.3569,-50.0866
14.3727,-50.1316
15.3766,-50.271
16.3587,-50.5197
17.3124,-50.8798
18.2325,-51.3362
19.1108,-51.8727
19.9368,-52.4869
20.7103,-53.174
21.4115,-53.8878
22.0814,-54.6337
22.7263,-55.4019
23.3482,-56.1881
23.947,-56.9914
24.5192,-57.813
25.0619,-58.6541
25.577,-59.5129
26.0656,-60.3865
26.5236,-61.2758
26.9633,-62.2178
27.3543,-63.1774
27.6746,-64.1585
27.9145,-65.1642
28.0767,-66.186
28.1464,-67.2098
28.086,-68.2121
27.8448,-69.2213
27.4175,-70.1502
26.7926,-70.9503
25.9838,-71.5963
25.0726,-72.0577
24.0808,-72.3637
23.0896,-72.515
22.0802,-72.5338
21.0604,-72.4466
20.049,-72.2923
19.0471,-72.0853
18.0548,-71.8412
17.0689,-71.5777
16.0872,-71.308
15.108,-71.0374
14.13,-70.7703
13.1518,-70.5108
12.1727,-70.2599
11.1934,-70.0158
10.2142,-69.7751
9.23585,-69.5357
8.25833,-69.2964
7.28157,-69.0573
6.3063,-68.8154
5.33338,-68.5666
4.36166,-68.3148
3.39142,-68.0607
2.42815,-67.7897
1.44218,-67.4662
0.479635,-67.0863
-0.448181,-66.636
-1.33451,-66.1064
-2.17793,-65.5059
-2.97158,-64.8415
-3.71596,-64.1169
-4.39645,-63.3794
-5.05839,-62.6233
-5.7114,-61.8598
-6.36412,-61.0969
-7.02556,-60.3431
-7.70226,-59.6036
-8.39211,-58.8763
-9.08725,-58.1543
-9.77832,-57.4286
-10.4636,-56.6979
-11.1454,-55.964
-11.8256,-55.229
-12.5058,-54.4943
-13.1849,-53.7588
-13.8611,-53.0208
-14.5338,-52.2798
-15.2021,-51.535
-15.8633,-50.7842
-16.518,-50.0277
-17.1705,-49.2692
-17.8247,-48.5124
-18.4803,-47.7572
-19.1482,-46.962
